image,modality,split
cell_00876.png,Fluorescent,train
cell_00877.png,Fluorescent,train
cell_00878.png,Fluorescent,train
cell_00879.png,Fluorescent,train
cell_00880.png,Fluorescent,train
cell_00881.png,Fluorescent,train
cell_00882.png,Fluorescent,train
cell_00883.png,Fluorescent,train
cell_00884.png,Fluorescent,train
cell_00885.png,Fluorescent,train
cell_00886.png,Fluorescent,train
cell_00887.png,Fluorescent,train
cell_00888.png,Fluorescent,train
cell_00889.png,Fluorescent,train
cell_00890.png,Fluorescent,train
cell_00891.png,Fluorescent,train
cell_00892.png,Fluorescent,train
cell_00893.png,Fluorescent,train
cell_00894.png,Fluorescent,train
cell_00895.png,Fluorescent,train
cell_00896.png,Fluorescent,train
cell_00897.png,Fluorescent,train
cell_00898.png,Fluorescent,train
cell_00899.png,Fluorescent,train
cell_00900.png,Fluorescent,train
cell_00901.png,Fluorescent,train
cell_00902.png,Fluorescent,train
cell_00903.png,Fluorescent,train
cell_00904.png,Fluorescent,train
cell_00905.png,Fluorescent,train
cell_00906.png,Fluorescent,train
cell_00907.png,Fluorescent,train
cell_00908.png,Fluorescent,train
cell_00909.png,Fluorescent,train
cell_00910.png,Fluorescent,train
cell_00911.png,Fluorescent,train
cell_00912.png,Fluorescent,train
cell_00913.png,Fluorescent,train
cell_00914.png,Fluorescent,train
cell_00915.png,Fluorescent,train
cell_00916.png,Fluorescent,train
cell_00917.png,Fluorescent,train
cell_00918.png,Fluorescent,train
cell_00919.png,Fluorescent,train
cell_00920.png,Fluorescent,train
cell_00921.png,Fluorescent,train
cell_00922.png,Fluorescent,train
cell_00923.png,Fluorescent,train
cell_00924.png,Fluorescent,train
cell_00925.png,Fluorescent,train
cell_00926.png,Fluorescent,train
cell_00927.png,Fluorescent,train
cell_00928.png,Fluorescent,train
cell_00929.png,Fluorescent,train
cell_00930.png,Fluorescent,train
cell_00931.png,Fluorescent,train
cell_00932.png,Fluorescent,train
cell_00933.png,Fluorescent,train
cell_00934.png,Fluorescent,train
cell_00935.png,Fluorescent,train
cell_00936.png,Fluorescent,train
cell_00937.png,Fluorescent,train
cell_00938.png,Fluorescent,train
cell_00939.png,Fluorescent,train
cell_00940.png,Fluorescent,train
cell_00941.png,Fluorescent,train
cell_00942.png,Fluorescent,train
cell_00943.png,Fluorescent,train
cell_00944.png,Fluorescent,train
cell_00945.png,Fluorescent,train
cell_00946.png,Fluorescent,train
cell_00947.png,Fluorescent,train
cell_00948.png,Fluorescent,train
cell_00949.png,Fluorescent,train
cell_00950.png,Fluorescent,train
cell_00951.png,Fluorescent,train
cell_00952.png,Fluorescent,train
cell_00953.png,Fluorescent,train
cell_00954.png,Fluorescent,train
cell_00955.png,Fluorescent,train
cell_00956.png,Fluorescent,train
cell_00957.png,Fluorescent,train
cell_00958.png,Fluorescent,train
cell_00959.png,Fluorescent,train
cell_00960.png,Fluorescent,train
cell_00961.png,Fluorescent,train
cell_00962.png,Fluorescent,train
cell_00963.png,Fluorescent,train
cell_00964.png,Fluorescent,train
cell_00965.png,Fluorescent,train
cell_00966.png,Fluorescent,train
cell_00967.png,Fluorescent,train
cell_00968.png,Fluorescent,train
cell_00969.png,Fluorescent,train
cell_00970.png,Fluorescent,train
cell_00971.png,Fluorescent,train
cell_00972.png,Fluorescent,train
cell_00973.png,Fluorescent,train
cell_00974.png,Fluorescent,train
cell_00975.png,Fluorescent,train
cell_00976.png,Fluorescent,train
cell_00977.png,Fluorescent,train
cell_00978.png,Fluorescent,train
cell_00979.png,Fluorescent,train
cell_00980.png,Fluorescent,train
cell_00981.png,Fluorescent,train
cell_00982.png,Fluorescent,train
cell_00983.png,Fluorescent,train
cell_00984.png,Fluorescent,train
cell_00985.png,Fluorescent,train
cell_00986.png,Fluorescent,train
cell_00987.png,Fluorescent,train
cell_00988.png,Fluorescent,train
cell_00989.png,Fluorescent,train
cell_00990.png,Fluorescent,train
cell_00991.png,Fluorescent,train
cell_00992.png,Fluorescent,train
cell_00993.png,Fluorescent,train
cell_00994.png,Fluorescent,train
cell_00995.png,Fluorescent,train
cell_00996.png,Fluorescent,train
cell_00997.png,Fluorescent,train
cell_00998.png,Fluorescent,train
cell_00999.png,Fluorescent,train
cell_01000.png,Fluorescent,train
